periodyear,res16p,emp,wages,wagelt5k,wage5to10k,wage10to20k,wage20to50k,wage50kplus,privatesector,stategovt,localgovt,female,male,age45p,age50p,empQ1,empQ2,empQ3,empQ4,fourq,newhires,uiclaimants,prevagri,prevmine,prevutil,prevconstr,prevmanu,prevtrade,prevtrans,previnfo,prevfin,prevrealest,prevprof,prevmanag,prevadminwaste,prevedu,prevhealth,prevarts,prevaccom,prevstate,agiaexp,community__name,community__gnis_feature_id,community__census_code,community__census_area__name,community__census_area__gnis_feature_id,community__census_area__census_code,community__census_area__county_code,community__census_area__historical,community__census_area__notes,community__alaska_native_regional_corporation__name,community__latitude,community__longitude,community__aea_energy_region__name,community__dcra_community_id
2005,88,41,492932.00,15,10,9,6,1,10,8,23,22,19,30,20,31,32,27,31,20,17,8,0,2,0,1,2,17,7,0,0,1,0,0,0,0,2,0,2,12,38,Tenakee Springs,1415210,76260,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,57.7808333,-135.2188889,Southeast,ecaf2206-4d4a-46d7-bdfa-1760ebbf3564
2006,96,50,799843.00,18,9,10,7,6,13,9,28,24,26,35,29,34,40,41,41,27,25,12,1,1,0,4,1,15,7,0,0,1,1,0,0,0,2,0,1,13,42,Tenakee Springs,1415210,76260,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,57.7808333,-135.2188889,Southeast,ecaf2206-4d4a-46d7-bdfa-1760ebbf3564
2007,96,48,621441.00,26,4,7,5,6,14,7,27,25,23,32,26,39,32,32,35,23,13,9,0,1,0,4,2,15,8,0,0,1,1,0,0,0,3,0,2,9,45,Tenakee Springs,1415210,76260,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,57.7808333,-135.2188889,Southeast,ecaf2206-4d4a-46d7-bdfa-1760ebbf3564
2008,95,44,714277.00,20,5,3,10,6,13,8,23,21,23,31,24,32,35,33,35,25,13,7,0,1,0,3,2,13,11,0,0,1,1,0,1,0,1,0,2,9,41,Tenakee Springs,1415210,76260,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,57.7808333,-135.2188889,Southeast,ecaf2206-4d4a-46d7-bdfa-1760ebbf3564
2010,102,55,944454.00,25,4,7,14,5,18,7,30,25,30,40,34,41,44,44,46,30,22,4,2,1,0,10,3,13,11,1,0,0,1,0,3,1,2,2,8,9,42,Tenakee Springs,1415210,76260,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,57.7808333,-135.2188889,Southeast,ecaf2206-4d4a-46d7-bdfa-1760ebbf3564
2011,112,52,943832.00,24,3,6,13,6,19,6,27,25,27,39,34,40,39,44,44,31,10,5,3,1,0,10,4,12,12,1,1,1,1,0,1,1,1,1,9,9,40,Tenakee Springs,1415210,76260,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,57.7808333,-135.2188889,Southeast,ecaf2206-4d4a-46d7-bdfa-1760ebbf3564
2009,99,41,767351.00,15,4,7,12,3,8,7,26,19,22,33,26,30,33,30,37,23,13,6,0,1,0,6,1,11,9,1,0,0,1,0,2,1,1,2,2,10,37,Tenakee Springs,1415210,76260,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,57.7808333,-135.2188889,Southeast,ecaf2206-4d4a-46d7-bdfa-1760ebbf3564
2012,114,52,888036.00,20,9,8,9,6,17,6,29,24,28,36,31,42,43,39,39,29,0,4,4,1,0,13,3,5,13,0,1,0,1,0,2,1,0,1,7,9,,Tenakee Springs,1415210,76260,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,57.7808333,-135.2188889,Southeast,ecaf2206-4d4a-46d7-bdfa-1760ebbf3564
2013,104,45,810922.00,15,7,7,12,4,19,5,21,19,26,29,27,36,41,36,33,23,16,9,3,2,0,15,1,5,9,1,0,0,0,0,3,0,1,1,7,8,,Tenakee Springs,1415210,76260,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,57.7808333,-135.2188889,Southeast,ecaf2206-4d4a-46d7-bdfa-1760ebbf3564
2014,97,43,848160.00,12,7,7,12,5,15,6,22,21,22,32,28,24,35,38,33,22,17,8,0,0,0,13,1,9,10,2,0,0,1,0,2,0,2,0,8,12,,Tenakee Springs,1415210,76260,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,57.7808333,-135.2188889,Southeast,ecaf2206-4d4a-46d7-bdfa-1760ebbf3564
2015,102,48,807286.00,17,7,9,10,5,17,5,26,23,25,32,28,30,37,42,34,24,20,3,1,0,0,14,1,10,10,2,0,0,0,0,1,0,1,0,10,11,,Tenakee Springs,1415210,76260,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,57.7808333,-135.2188889,Southeast,ecaf2206-4d4a-46d7-bdfa-1760ebbf3564
2016,74,48,797504.17,16,7,12,11,2,21,1,26,24,24,11,8,29,40,40,38,23,21,21,10,4,0,3,0,8,2,0,1,0,14,1,3,0,18,1,7,3,,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2000,65,36,609486.05,10,5,7,14,0,32,0,4,11,25,10,6,26,30,30,22,18,20,10,0,2,2,22,1,7,2,0,6,17,2,0,2,0,6,0,10,3,,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2001,77,48,748985.00,16,10,9,11,2,27,0,21,15,33,13,9,29,33,40,41,23,25,15,0,2,1,26,1,5,0,0,2,21,1,0,2,0,18,0,14,0,,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2002,78,53,726729.00,19,14,5,12,3,26,0,27,22,31,13,7,40,34,42,35,24,36,17,5,3,1,26,1,6,0,0,1,20,2,0,3,0,21,1,11,1,,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2003,81,54,706651.00,23,10,10,8,3,37,1,16,19,35,13,8,34,31,28,45,16,41,21,10,2,1,30,1,6,0,1,0,19,3,0,3,0,28,0,14,3,,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2004,79,39,365144.00,18,9,4,8,0,28,0,11,13,26,11,6,25,30,24,18,9,20,21,13,1,1,34,1,4,2,1,1,9,3,0,4,0,29,1,7,3,53,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2005,77,36,323828.00,16,10,5,4,1,25,0,11,17,19,12,7,14,26,25,19,10,27,19,17,2,1,28,0,5,1,1,0,0,3,0,3,0,30,1,10,2,51,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2006,53,33,466609.00,14,5,5,7,2,16,0,17,13,20,11,6,20,23,25,27,16,24,11,7,5,0,19,0,4,0,2,0,1,3,0,2,0,18,1,7,1,36,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2007,56,33,339890.00,18,4,5,5,1,12,0,21,19,14,9,5,21,27,28,24,15,16,14,2,5,0,21,1,5,0,1,0,5,1,0,4,0,17,2,8,0,38,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2008,74,40,537131.00,19,7,3,8,3,23,0,17,20,20,14,10,25,24,33,28,17,24,12,7,6,0,13,0,3,0,1,0,6,1,0,2,0,24,0,8,2,44,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2009,83,54,695045.00,23,9,13,5,4,23,0,31,24,30,13,8,30,45,35,29,17,34,14,6,7,0,13,0,3,0,1,0,6,8,0,4,0,28,0,11,3,54,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2010,95,61,798355.00,19,12,18,9,3,21,0,40,25,36,18,11,31,43,49,46,20,35,22,4,8,0,11,1,4,0,1,0,1,11,0,5,0,25,0,9,3,57,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2011,84,57,855256.00,25,5,10,15,2,24,0,33,27,30,19,12,30,40,46,42,23,34,23,9,7,0,9,1,2,0,0,1,1,14,0,2,0,19,0,10,3,54,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2012,87,55,914385.00,17,6,15,15,2,24,0,31,27,28,17,11,32,51,48,40,25,0,31,11,7,0,9,4,3,0,0,1,1,16,0,5,0,25,0,14,5,,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2013,74,49,826775.00,11,5,18,14,1,23,1,25,22,27,15,12,28,32,44,33,20,25,29,5,4,0,5,6,4,1,0,0,0,22,0,2,0,19,0,10,3,,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2014,91,54,693448.00,24,11,8,7,4,18,1,35,28,26,15,9,27,36,39,34,16,31,35,7,4,0,4,8,6,2,0,0,0,25,0,4,0,21,2,9,2,,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2015,82,57,932049.00,18,8,12,17,2,23,1,33,30,27,16,13,30,45,44,44,22,39,18,6,3,0,2,6,4,2,0,0,0,17,0,3,0,19,1,9,2,,Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2
2016,412,187,5464607.37,42,22,25,58,40,116,5,66,85,102,99,80,144,152,156,143,106,59,32,26,5,3,36,29,59,10,0,10,1,12,0,7,0,20,9,45,14,,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2000,452,239,4420350.01,79,32,39,73,16,171,6,62,108,131,89,47,151,194,190,177,109,126,100,63,7,2,72,80,62,53,13,6,6,15,0,8,1,15,1,55,18,,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2001,430,209,3973881.00,67,33,35,59,15,143,7,59,98,111,83,48,144,166,163,137,95,96,99,62,6,1,57,76,69,56,11,8,4,14,0,5,1,21,1,55,17,,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2002,411,182,3332204.00,52,24,33,61,12,124,5,53,82,100,71,41,110,147,150,136,82,104,67,44,0,3,59,47,71,54,10,12,3,7,0,6,0,20,2,48,19,,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2003,393,196,3849925.00,63,22,30,62,19,137,3,56,91,105,85,50,137,160,162,150,103,87,64,43,0,2,63,54,70,59,14,12,1,8,0,6,1,24,1,45,16,,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2004,411,217,4309845.00,69,19,43,69,17,147,4,66,103,114,91,58,146,181,166,158,102,108,58,40,2,2,62,51,73,43,17,12,1,6,0,10,1,28,2,42,16,161,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2005,408,204,4027245.00,62,22,41,60,19,138,6,60,97,107,82,58,152,174,162,148,113,99,61,56,5,2,59,42,76,47,13,11,2,5,0,9,2,35,4,38,16,159,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2006,402,184,3880529.00,44,26,36,62,16,116,9,59,94,90,84,60,125,155,147,148,96,85,64,49,6,2,61,35,73,39,12,11,2,7,0,19,0,29,5,40,16,159,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2007,391,195,4264590.00,60,23,34,50,28,122,8,65,98,97,100,69,123,155,151,160,96,99,54,53,5,2,49,33,65,38,13,15,4,9,0,14,2,24,5,39,17,161,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2008,375,201,4437879.00,62,27,27,57,28,123,7,71,101,100,100,73,128,168,164,157,99,87,50,42,6,0,52,32,61,29,11,12,3,11,0,14,2,18,7,44,13,152,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2009,368,187,4169656.00,49,26,39,46,27,107,7,73,93,94,98,78,129,154,147,141,95,74,63,28,4,0,54,24,63,27,13,10,3,10,0,15,0,16,7,43,13,152,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2010,366,181,4791156.00,44,18,35,49,35,108,6,67,90,91,95,78,130,160,152,145,106,66,65,25,6,0,50,27,54,17,7,10,3,11,0,13,0,20,6,39,11,143,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2011,382,193,5507759.00,43,18,34,63,35,117,9,67,93,100,100,77,141,173,170,151,111,59,54,23,4,4,49,19,57,13,5,10,3,14,0,7,0,20,6,44,16,146,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2012,392,192,5745493.00,39,17,31,64,41,117,8,67,94,98,108,85,147,172,168,154,119,0,57,19,7,1,41,22,61,14,2,14,3,15,1,7,0,25,6,49,15,,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2013,395,180,5708650.00,31,18,30,61,40,111,7,62,84,96,98,80,149,164,155,143,119,51,49,16,8,2,37,25,57,12,2,15,0,11,1,8,0,26,7,41,14,,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2014,414,209,5911880.00,43,21,39,64,42,132,7,70,97,112,107,84,155,179,174,165,121,69,56,25,5,2,42,27,61,14,0,15,1,12,1,11,0,26,6,46,14,,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2015,400,183,5298560.00,38,20,33,58,34,112,4,67,80,103,98,74,141,156,151,147,108,65,38,21,6,3,37,25,55,13,0,13,1,10,0,9,0,24,6,42,14,,Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985
2016,598,287,4603206.05,110,35,54,73,15,173,6,108,149,138,105,74,189,203,220,205,133,135,71,2,1,0,13,96,114,28,2,1,21,4,7,14,1,111,1,24,31,,Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6
